scientificName
Euconnus wunderlichi Franz 1983
Neuraphes
Homoconnus conservatus Franz 1983
Rebuffoichnus sciuttoi
Monesichnus ameghinoi
Coprinsiphaera isp.
Leehermania prorova
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Copris pristinus Pierce, 1946"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Donacia (Donacia) cordovae Pierce, 1950"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
Coleoptera indet.
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Copris pristinus Pierce, 1946"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Canthon (Boreocanthon) simplex LeConte, 1857"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Canthon (Boreocanthon) simplex LeConte, 1857"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus nigrita (Mannerheim, 1846)"
"Coniontis abdominalis LeConte, 1859"
"Copris pristinus Pierce, 1946"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Donacia (Donacia) cordovae Pierce, 1950"
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Copris pristinus Pierce, 1946"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Stenomorpha mckittricki (Pierce, 1954)"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Copris pristinus Pierce, 1946"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Copris pristinus Pierce, 1946"
"Copris pristinus Pierce, 1946"
"Coniontis abdominalis LeConte, 1859"
"Copris pristinus Pierce, 1946"
"Donacia (Donacia) draycoti Pierce, 1950"
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Stenomorpha mckittricki (Pierce, 1954)"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Donacia (Donacia) draycoti Pierce, 1950"
Copris sp.
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Donacia (Donacia) draycoti Pierce, 1950"
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Copris pristinus Pierce, 1946"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Stenomorpha mckittricki (Pierce, 1954)"
"Nicrophorus marginatus Fabricius, 1801"
"Notiophilus vancouveri Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Copris pristinus Pierce, 1946"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Apsena laticornis Casey, 1851"
"Nicrophorus marginatus Fabricius, 1801"
"Copris pristinus Pierce, 1946"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Stenomorpha mckittricki (Pierce, 1954)"
"Copris pristinus Pierce, 1946"
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Stenomorpha mckittricki (Pierce, 1954)"
"Donacia (Donacia) draycoti Pierce, 1950"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Coniontis remnans Pierce, 1954"
"Donacia (Donacia) cordovae Pierce, 1950"
"Donacia (Donacia) draycoti Pierce, 1950"
"Copris pristinus Pierce, 1946"
"Stenomorpha mckittricki (Pierce, 1954)"
"Donacia (Donacia) draycoti Pierce, 1950"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus nigrita (Mannerheim, 1846)"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Coniontis abdominalis LeConte, 1859"
"Nicrophorus marginatus Fabricius, 1801"
"Nicrophorus nigrita (Mannerheim, 1846)"
"Cantharis (Cantharis) rottensis Fanti & Walker, 2019"
"Cantharis (Cantharis) lidiae Fanti & Walker, 2019"
"Rhagonycha (Rhagonycha) carolynae Fanti & Walker, 2019"
"Podistra (Absidia) quies Fanti & Walker, 2019"
"Rhagonycha (Rhagonycha) ultramundana Fanti & Walker, 2019"
"Cantharis (Cantharis) bradburyi Fanti & Walker, 2019"
"Oreodytes cryptolineatus Statz, 1939"
"Hydrophilus rottensis (Statz, 1939)"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Onthophagus statzi Krell, 1990"
"Mordella indata Statz, 1952"
"Macroleptura petrorum (Statz, 1938)"
"Mesosa (Aplocnemia) sophiae (Statz, 1938)"
"Berosus (Berosus) morticinus (Heyden & Heyden, 1866)"
"Leptura longipennis Statz, 1938"
"Maladera spinitibialis Statz, 1952"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Anaesthetis magnificus Statz, 1938"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Agabus hochi Statz, 1938"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Tetrops rottensis Statz, 1938"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Ptilium tertiarium Horion in Statz & Horion,1937"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Cymbiodyta austera Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Geotrupes rottensis Statz, 1952"
"Oreodytes cryptolineatus Statz, 1939"
"Aphodius helvolus Statz, 1952"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Mordella nigrapilosa Statz, 1952"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Hydroporus multipunctatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Mordella indata Statz, 1952"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Ceruchites hahnei Statz, 1952"
"Hydroporus macularis Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Oreodytes cryptolineatus Statz, 1939"
"Elmis decoratus (Statz, 1939)"
"Soronia menatensis KIREJTSHUCK & NEL, 2018"
Cretopityobius pankowskiorum

Ophryastes compactus Scudder
Bonesia spatulata
Bonesia spatulata
Diaprepes anticus
Tropirhinus palpebratus
Scelianoma compacta
Epicaerus effossus (Scudder 1876)
Epicaerus exanimis (Scudder 1876)
Mycotretus binotata Scudder 1878
Hylobius packardii Scudder
Lathrobium abscessum Scudder
Cryptocephalus vetustus Scudder
Cryptocephalus vetustus Scudder
Cryptocephalus vetustus Scudder
Epicaerus saxatilis (Scudder 1876)
Anthonomus soporus Scudder 1890
Epicaerus saxatilis (Scudder 1876)
Epicaerus saxatilis (Scudder 1876)
Epicaerus saxatilis (Scudder 1876)
Aegialia rupta Scudder
Epicaerus saxatilis (Scudder 1876)
Cratoparis repertus Scudder 1878
Trigonorhinus pristinus Scudder 1876
Cratoparis elusus Scudder 1878
Sitona grandaevus (Scudder 1876)
Bidessus laminarum Wickham 1914
Epicaerus exanimis (Scudder 1876)
Hydrobius decineratus Scudder
Tropisternus vanus Scudder 1900
Epicaerus effossus (Scudder 1876)
Antherophagus priscus Scudder
Tritoma binotata (Scudder 1878)
Antherophagus priscus Scudder
Staphylinites obsoletum Scudder
Bledius adamus Scudder
Lathrobium abscessum Scudder
Otiorhynchus dubius Scudder 1890
Sitodrepa defuncta Scudder
Cryptocephalus vetustus Scudder
Anobium deceptum Scudder
Gymnetron lecontei Scudder
Anobium ovale Scudder
Anobium lignitum Scudder
"Homalota recisa Scudder, 1890"
Stegobium defunctus Scudder 1876
Cratoparis elusus Scudder 1878
Corymbites velatus Scudder
Epicaerus exanimis (Scudder 1876)
Epicaerus exanimis (Scudder 1876)
Epicaerus exanimis (Scudder 1876)
Epicaerus exanimis (Scudder 1876)
Epicaerus exanimis (Scudder 1876)
Epicaerus exanimis (Scudder 1876)
Eugnamptus decemsatus Scudder
Berosus tenuis Scudder 1878
Laccobius elongatus Scudder
Philhydrus Solier 1834
Epicaerus effossus (Scudder 1876)
Tropisternus saxialis Scudder 1878
Tropisternus saxialis Scudder 1878
Berosus sextriatus Scudder
Tropisternus sculptilis Scudder 1878
Tropisternus sculptilis Scudder 1878
Platynus senex Scudder
Neothanes testeus (Scudder 1878)
Neothanes testeus (Scudder 1878)
Anthonomus soporus Scudder 1890
Choragus fictilis Scudder
Parandrita vestita Scudder
Tropideres remotus Scudder
Parandrita vestita Scudder
Parandrita vestita Scudder
Epicaerus subterraneus Scudder 1893
Otiorhynchus perditus Scudder 1876
Nicrophorus guttulus labraea
"Menatops bartenevi KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
"Mesocupes (Cainomerga) fraternus KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
"Cainocups aixensis KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
"Mesocupes (Cainomerga) ponti KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
"Mesocupes (Cainomerga) palaeocenicus KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
"Mesocupes (Cainomerga) brevicornis KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
"Cupes simillimus KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
"Cupes distinctissimus KIREJTSCHUK, NEL & KIREJTSCHUK, 2016"
Pachylobius compressus
Schistomerus californense
Pachylobius compressus
Schistomerus californense
Sciabregma tenuicornis
Elaterophanes acutus
Pachylobius compressus
Carabus maeander var. sangamon
Teles ovalis
Diplotaxis simplicipes
Eosacantha delocranioides
Otiorhynchites wilcoxianus
Melolonthites collinsi
Schistomerus californense
Pachylobius compressus
Carabites gardneri
Pachylobius compressus
Bruchus succintus
Bruchus succintus
Anthonomus sunchalensis
Platynus pleistocenicus
Agabus savagei
Lebia prolospilopter
Throscus peritulus
Schistomerus californense
Cleonus shareipoffi
Eurysaces pielus
Pseudotelephorus grandis
Paleoscolytus divergus
Hydnocera walcotti
Syndesus ambericus
Denaeaspis chleonopsis
Pachylobius compressus
Pseudotelephorus punctulatus
Agabus florissantensis
Pachylobius compressus
Glaphyroptula anglica
Paleobuprestis maxima
Schistomerus californense
Schistomerus californense
Eurysaces pielus
Paleobuprestis minima
Agabus praelargens
Scythropus subterranius
Elater berryi
Patrochus henshawi
Cossonus devoratus
Platynus subgelidus
Otiorhynchites wilcoxianus
Baris renovata
Eurysaces pielus
Calosoma fernquisti
Otiorhynchites aterrimus
Melolonthites avus
Paleoipidus marginatus
Donacia stirioides
Anthonomus sunchalensis
Tenebrionites inclinans
Pachylobius compressus
Baris nearctica
Platynus calvini
Melolonthites collinsi
Pachylobius compressus
Pachylobius compressus
Olophrum interglaciale
Paleoipidus perforatus
Anistoma sibylla
Protocuneus punctatus
Pachylobius compressus
"Dicladispa muratensis NEL, 1988"
"Gyrinus aquisextanea NEL, 1989"
"Carabus ceresti NEL, 1987"
"Carabus ceresti NEL, 1987"
"Carabus ceresti NEL, 1987"
"Orthrius succini MENIER, 1983"
"Boleopsis polinae KIREJTSCHUK & NEL, 2013"
"Nephus subcircularis KIREJTSCHUK & NEL, 2012"
"Pastillocenicus fossilis KIREJTSHUCK & NEL, 2008"
"Rhyzobius gratiosus KIREJTSCHUK & NEL, 2012"
"Antiphloeus stramineus KIREJTSCHUK & NEL, 2013"
"Rhyzobius antiquus KIREJTSCHUK & NEL, 2012"
"Scirtes circumcisus KIREJTSCHUK & NEL, 2013"
"Rhyzobius antiquus KIREJTSCHUK & NEL, 2012"
"Rhyzobius antiquus KIREJTSCHUK & NEL, 2012"
"Rhyzobius antiquus KIREJTSCHUK & NEL, 2012"
"Centrinus longipes PITON, 1940"
"Palaeotanaos oisensis KIREJTSCHUK, LEGALOV & NEL, 2015"
"Jantarokrama utilis KIREJTSHUK & KOVALEV, 2015"
"Eocenostenus fossilis CAI, CLARKE, HUANG & NEL, 2014"
"Trixagus majusculus KOVALEV, KIREJTSHUK & NEL, 2012"
Saperdirhynchus priscotitillator Scudder
Acalyptus obtusus Scudder 1893
Eudomus robustus Scudder
Evopes veneratus Scudder 1893
Evopes veneratus Scudder 1893
Laccopygus nilesii Scudder
Hylobius provectus Scudder
Epicaerus effossus (Scudder 1876)
Epicaerus effossus (Scudder 1876)
Epicaerus effossus (Scudder 1876)
Epicaerus effossus (Scudder 1876)
Epicaerus effossus (Scudder 1876)
Epicaerus effossus (Scudder 1876)
Evopes veneratus Scudder 1893
Evopes veneratus Scudder 1893
Evopes veneratus Scudder 1893
Evopes veneratus Scudder 1893
Evopes veneratus Scudder 1893
Lachnopus humatus Scudder 1893
Evopes veneratus Scudder 1893
Eucryptus sectus Scudder 1893
Omileus evanidus Scudder 1893
Rembus henshawi Scudder 1890
Saperdirhynchus priscotitillator Scudder
Oxygonus primus Wickham
Tropideres vastatus Scudder 1893
Stiraderes conradi Scudder 1893
Ceutorhynchus duratus Scudder 1893
Cratoparis arcessitus Scudder 1893
Ceutorhynchus duratus Scudder 1893
Eudomus robustus Scudder
Evopes occubatus Scudder 1893
Cryptohypnus hesperus Wickham 1916
Athous lethalis Wickham 1917
Athous lethalis Wickham 1917
Megapenthes primaevus Wickham 1916
Anchastus diluvialis Wickham 1916
Athous contusus Wickham 1916
Elater scudderi Wickham 1916
Agriotes comminutus Wickham 1916
Cryptagriotes minusculus Wickham 1916
Buprestis scudderi Wickham 1914
Limonius praecursor Wickham 1916
Anchastus eruptus Wickham 1916
Ludius propheticus Wickham 1916
Elater florissantensis Wickham 1917
Cryptophagus scudderi Wickham 1914
Limonius praecursor Wickham 1916
Agriotes nearcticus Wickham 1917
Buprestis florissantensis Wickham 1914
Agrilus praepolitus Wickham 1914
Dicerca eurydice Wickham 1914
Tropisternus vanus Scudder 1900
Cryptophagus scudderi Wickham 1914
Chrysobothris coloradensis Wickham 1914
Ptosima silvatica Wickham 1914
Hydroporus sedimentorum Wickham 1914
Macrorhoptus intutus Scudder 1893
Macrorhoptus intutus Scudder 1893
Anthonomus arctus Scudder 1893
Macrorhoptus intutus Scudder 1893
Anthonomus arctus Scudder 1893
Anthonomus arctus Scudder 1893
Smicrorhynchus macgeei Scudder 1893
Smicrorhynchus macgeei Scudder 1893
Smicrorhynchus macgeei Scudder 1893
Evopes veneratus Scudder 1893
Evopes occubatus Scudder 1893
Plochionus lesquereuxi Scudder
Geralophus repositus Scudder 1893
Plochionus lesquereuxi Scudder
Geralophus repositus Scudder 1893
Sitona exitiorum Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Nomaretus serus Scudder 1900
Apion
Apion
Eocleonus subjectus Scudder 1893
Laccopygus nilesii Scudder
Apion
Apion
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus lassatus Scudder 1893
Chrysobothris haydeni Scudder 1876
Antherophagus priscus Scudder
Eucryptus sectus Scudder 1893
Evopes occubatus Scudder 1893
Epicaerus terrosus (Scudder 1878)
Epicaerus terrosus (Scudder 1878)
Lachnopus recuperatus Scudder 1893
Lachnopus humatus Scudder 1893
Lachnopus recuperatus Scudder 1893
Lachnopus recuperatus Scudder 1893
Ophryastites absconsus Scudder 1893
Ophryastites absconsus Scudder 1893
Hormorus saxorum Scudder 1893
Ophryastites absconsus Scudder 1893
Eudomus pinguis Scudder 1893
Trigonoscuta inventa Scudder 1893
Oryctorhinus tenuirostris Scudder 1893
Eudomus robustus Scudder
Geralophus lassatus Scudder 1893
Evopes veneratus Scudder 1893
Dryocoetes carbonarius Scudder 1878
Scyphophorus laevis Scudder 1893
Anthribus sordidus Scudder 1893
Geralophus fossicius Scudder
Teretrum primulum Scudder
Geralophus lassatus Scudder 1893
Geralophus antiquarius Scudder 1893
Sibynes whitneyi Scudder 1893
Sibynes whitneyi Scudder 1893
Geralophus antiquarius Scudder 1893
Sibynes whitneyi Scudder 1893
Sibynes whitneyi Scudder 1893
Sibynes whitneyi Scudder 1893
Sibynes whitneyi Scudder 1893
Sibynes whitneyi Scudder 1893
Tychius evolatus Scudder 1893
Sibynes whitneyi Scudder 1893
Tychius evolatus Scudder 1893
Tychius evolatus Scudder 1893
Toxorhynchus reventus Scudder 1893
Anthonomus concussus Scudder 1893
Sibynes whitneyi Scudder 1893
Tychius evolatus Scudder 1893
Tychius evolatus Scudder 1893
Toxorhynchus reventus Scudder 1893
Sibynes whitneyi Scudder 1893
Tychius evolatus Scudder 1893
Geralophus antiquarius Scudder 1893
Toxorhynchus reventus Scudder 1893
Toxorhynchus reventus Scudder 1893
Sibynes whitneyi Scudder 1893
Sibynes whitneyi Scudder 1893
Anthonomus defossus Scudder 1893
Toxorhynchus reventus Scudder 1893
Sibynes whitneyi Scudder 1893
Sibynes whitneyi Scudder 1893
Anthonomus concussus Scudder 1893
Anthonomus concussus Scudder 1893
Anthonomus concussus Scudder 1893
Toxorhynchus reventus Scudder 1893
Anthonomus concussus Scudder 1893
Toxorhynchus reventus Scudder 1893
Toxorhynchus reventus Scudder 1893
Sibynes whitneyi Scudder 1893
Anthonomus evigilatus Scudder 1893
Geralophus antiquarius Scudder 1893
Toxorhynchus reventus Scudder 1893
Toxorhynchus reventus Scudder 1893
Toxorhynchus reventus Scudder 1893
Toxorhynchus reventus Scudder 1893
Toxorhynchus reventus Scudder 1893
Geralophus antiquarius Scudder 1893
Geralophus antiquarius Scudder 1893
Anthonomus evigilatus Scudder 1893
Anthonomus evigilatus Scudder 1893
Anthonomus concussus Scudder 1893
Geralophus antiquarius Scudder 1893
Anthonomus concussus Scudder 1893
Anthonomus concussus Scudder 1893
Anthonomus concussus Scudder 1893
Geralophus antiquarius Scudder 1893
Geralophus antiquarius Scudder 1893
Centron moricollis Scudder 1893
Centron moricollis Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus lassatus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Centron moricollis Scudder 1893
Sitona exitiorum Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Geralophus repositus Scudder 1893
Sitona exitiorum Scudder 1893
Sitona exitiorum Scudder 1893
Geralophus antiquarius Scudder 1893
Toxorhynchus pumilum Scudder 1893
Listroderes evisceratus Scudder 1893
Hylobius provectus Scudder
Toxorhynchus confectum Scudder 1893
Geralophus occultus (Scudder 1876)
Prodeporaus smithii Scudder 1893
Prodeporaus smithii Scudder 1893
Toxorhynchus confectum Scudder 1893
Listroderes evisceratus Scudder 1893
Listroderes evisceratus Scudder 1893
Prodeporaus smithii Scudder 1893
Toxorhynchus confectum Scudder 1893
Prodeporaus smithii Scudder 1893
Toxorhynchus confectum Scudder 1893
Listroderes evisceratus Scudder 1893
Listroderes evisceratus Scudder 1893
Listroderes evisceratus Scudder 1893
Geralophus lassatus Scudder 1893
Eudomus robustus Scudder
Eudomus robustus Scudder
Evopes veneratus Scudder 1893
Prodeporaides subterraneus (Scudder 1893)
Prodeporaides wymani (Scudder 1893)
Trypanorhynchus corruptivus Scudder 1893
Paltorhynchus depratus Scudder 1893
Rhysosternum longirostre Scudder 1894
Cryptorhynchus kerri Scudder 1893
Coeliodes primotinus Scudder 1893
Cryptorhynchus kerri Scudder 1893
Rhysosternum longirostre Scudder 1894
Toxorhynchus oculatus Scudder 1893
Rhysosternum longirostre Scudder 1894
Centrinus obnuptus Scudder 1893
Chrysomela vesperalis Scudder
Cryptorhynchus kerri Scudder 1893
Cryptorhynchus profusus Scudder 1893
Cryptorhynchus kerri Scudder 1893
Cryptorhynchus profusus Scudder 1893
Cryptorhynchus kerri Scudder 1893
Cryptorhynchus kerri Scudder 1893
Cryptorhynchus kerri Scudder 1893
Cryptorhynchus profusus Scudder 1893
